Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Region,City,State,Postal Code,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit
2591,US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Central,Wheeling,Illinois,60090,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,601.47,3,0.5,-300.74
2592,CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,South,Summerville,South Carolina,29483,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,79.1,2,0,39.55
2593,CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,South,Summerville,South Carolina,29483,OFF-BI-10001597,"Wilson Jones Ledger-Size  Piano-Hinge Binder  2""  Blue",Office Supplies,Binders,327.84,8,0,157.36
2594,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Central,Columbus,Indiana,47201,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,180.96,2,0,81.43
2595,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Central,Columbus,Indiana,47201,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,914.97,3,0,411.74
2596,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Central,Columbus,Indiana,47201,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,587.97,3,0,158.75
2597,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Central,Columbus,Indiana,47201,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,530.34,2,0,95.46
2598,CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Central,Columbus,Indiana,47201,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,14.94,3,0,7.32
2599,CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,East,New York City,New York,10024,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,121.94,2,0,35.36
2600,CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,East,New York City,New York,10024,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,122.71,7,0,36.81
2601,CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,East,New York City,New York,10035,OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,14.94,3,0,7.02
2602,CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,East,New York City,New York,10035,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines,1349.85,3,0,364.46
2603,CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,East,New York City,New York,10035,FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,136.78,1,0.2,5.13
2604,CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,East,New York City,New York,10035,FUR-FU-10003878,"Linden 10"" Round Wall Clock  Black",Furniture,Furnishings,61.12,4,0,20.78
2605,CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,South,Jacksonville,Florida,32216,OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,1.17,1,0.7,-0.86
2606,CA-2016-154053,3/4/2016,3/10/2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,West,San Diego,California,92024,OFF-AR-10003727,Berol Giant Pencil Sharpener,Office Supplies,Art,16.99,1,0,4.93
2607,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,TEC-AC-10001635,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,24.67,3,0.2,0
2608,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,OFF-LA-10001317,Avery 520,Office Supplies,Labels,2.52,1,0.2,0.88
2609,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,1218.74,5,0.3,-121.87
2610,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,OFF-LA-10000248,Avery 52,Office Supplies,Labels,5.9,2,0.2,1.99
2611,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,15.7,3,0.2,5.1
2612,CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Central,Arlington,Texas,76017,FUR-FU-10000221,Master Caster Door Stop  Brown,Furniture,Furnishings,6.1,3,0.6,-3.96
2613,CA-2016-137204,4/28/2016,5/5/2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,West,Los Angeles,California,90045,FUR-CH-10002304,Global Stack Chair without Arms  Black,Furniture,Chairs,41.57,2,0.2,2.6
2614,CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,West,Los Angeles,California,90049,FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,230.28,3,0.2,23.03
2615,CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,West,Los Angeles,California,90049,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks  14 7/8"" x 11""  Executive Red",Office Supplies,Binders,18.29,6,0.2,5.72
2616,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,West,San Francisco,California,94110,OFF-LA-10003663,Avery 498,Office Supplies,Labels,5.78,2,0,2.72
2617,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,West,San Francisco,California,94110,OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,121.68,13,0.2,38.03
2618,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,West,Carlsbad,New Mexico,88220,OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,4.17,3,0,1.08
2619,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,West,Carlsbad,New Mexico,88220,TEC-PH-10001300,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4,Technology,Phones,67.04,4,0.2,6.7
2620,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,West,Carlsbad,New Mexico,88220,OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,37.32,3,0,10.45
2621,CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,West,Carlsbad,New Mexico,88220,OFF-LA-10001404,Avery 517,Office Supplies,Labels,18.45,5,0,8.67
2622,CA-2014-164861,12/3/2014,12/6/2014,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Central,Saint Louis,Missouri,63116,OFF-PA-10001972,Xerox 214,Office Supplies,Paper,25.92,4,0,12.44
2623,CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,East,New York City,New York,10024,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,11199.97,4,0.2,3919.99
2624,CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,East,New York City,New York,10024,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones,2399.6,8,0,647.89
2625,CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,East,New York City,New York,10024,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,63.9,5,0,28.76
2626,CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,East,New York City,New York,10024,TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,52.99,1,0,0.53
2627,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,East,Springfield,Ohio,45503,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,60.86,4,0.2,9.13
2628,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,East,Springfield,Ohio,45503,TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines,653,7,0.7,-935.96
2629,US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,Sean Braxton,Corporate,United States,East,Springfield,Ohio,45503,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,11.22,10,0.7,-7.48
2630,CA-2015-168186,9/10/2015,9/15/2015,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Central,Tulsa,Oklahoma,74133,OFF-PA-10000477,Xerox 1952,Office Supplies,Paper,14.94,3,0,7.02
2631,US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,West,Seattle,Washington,98103,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,39.96,2,0,17.18
2632,US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,West,Seattle,Washington,98103,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,42.62,2,0.2,4.26
2633,US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,West,Seattle,Washington,98103,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,220.96,1,0.2,24.86
2634,CA-2015-116750,7/5/2015,7/10/2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,South,Fayetteville,North Carolina,28314,FUR-FU-10003829,Stackable Trays,Furniture,Furnishings,4.93,2,0.2,0.74
2635,CA-2015-116750,7/5/2015,7/10/2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,South,Fayetteville,North Carolina,28314,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,7.23,5,0.7,-5.78
2636,CA-2015-162369,8/15/2015,8/19/2015,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,West,Los Angeles,California,90045,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,323.1,2,0,61.39
2637,CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,East,New York City,New York,10035,OFF-PA-10000697,TOPS Voice Message Log Book  Flash Format,Office Supplies,Paper,19.04,4,0,9.33
2638,CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,East,New York City,New York,10035,OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,13.13,3,0.2,4.27
2639,CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,East,New York City,New York,10035,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,64.14,3,0,16.68
2640,CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,East,New York City,New York,10035,FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,858.24,4,0.1,143.04
2641,CA-2015-169740,2/20/2015,2/25/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,South,Hot Springs,Arkansas,71901,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,29.99,1,0,3
2642,CA-2016-124051,12/29/2016,12/30/2016,First Class,KA-16525,Kelly Andreada,Consumer,United States,Central,Aurora,Illinois,60505,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,186.05,6,0.2,67.44
2643,CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,South,Raleigh,North Carolina,27604,TEC-PH-10003092,Motorola L804,Technology,Phones,36.79,1,0.2,4.14
2644,CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,South,Raleigh,North Carolina,27604,FUR-FU-10000206,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,Furniture,Furnishings,18.62,8,0.2,6.29
2645,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Central,Tulsa,Oklahoma,74133,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,57.69,3,0,23.65
2646,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Central,Tulsa,Oklahoma,74133,OFF-BI-10000948,GBC Laser Imprintable Binding System Covers  Desert Sand,Office Supplies,Binders,42.81,3,0,20.12
2647,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Central,Tulsa,Oklahoma,74133,OFF-PA-10000223,Xerox 2000,Office Supplies,Paper,12.96,2,0,6.22
2648,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Central,Tulsa,Oklahoma,74133,FUR-FU-10004665,3M Polarizing Task Lamp with Clamp Arm  Light Gray,Furniture,Furnishings,821.88,6,0,213.69
2649,CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Central,Tulsa,Oklahoma,74133,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,104.85,3,0,28.31
2650,US-2016-146794,9/26/2016,10/1/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,West,Hesperia,California,92345,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,424.96,5,0.15,20
2651,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-BI-10000829,Avery Non-Stick Binders,Office Supplies,Binders,10.78,3,0.2,3.5
2652,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks  14 7/8"" x 11""  Light Blue",Office Supplies,Binders,11.78,3,0.2,4.27
2653,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-PA-10000062,Green Bar Computer Printout Paper,Office Supplies,Paper,164.88,3,0,80.79
2654,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,FUR-BO-10003404,Global Adaptabilites Bookcase  Cherry/Storm Gray Finish,Furniture,Bookcases,1292.94,3,0,77.58
2655,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-BI-10004233,"GBC Pre-Punched Binding Paper  Plastic  White  8-1/2"" x 11""",Office Supplies,Binders,25.58,2,0.2,8.95
2656,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-ST-10001272,Mini 13-1/2 Capacity Data Binder Rack  Pearl,Office Supplies,Storage,261.74,2,0,65.44
2657,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,West,Provo,Utah,84604,OFF-LA-10001175,Avery 514,Office Supplies,Labels,14.4,5,0,7.06
2658,CA-2016-150343,8/16/2016,8/20/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,West,San Francisco,California,94110,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,10.86,3,0,5.1
2659,CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,West,Gilbert,Arizona,85234,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,883.84,4,0.2,99.43
2660,CA-2017-123372,11/28/2017,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,East,New York City,New York,10035,TEC-PH-10002834,Google Nexus 5,Technology,Phones,1979.89,11,0,494.97
2661,CA-2017-123372,11/28/2017,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,East,New York City,New York,10035,OFF-EN-10003055,Blue String-Tie & Button Interoffice Envelopes  10 x 13,Office Supplies,Envelopes,79.96,2,0,35.98
2662,CA-2017-159604,4/14/2017,4/15/2017,First Class,CL-12700,Craig Leslie,Home Office,United States,Central,Springfield,Missouri,65807,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,8.76,2,0,4.2
2663,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,South,Memphis,Tennessee,38109,OFF-LA-10001569,Avery 499,Office Supplies,Labels,3.98,1,0.2,1.29
2664,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,South,Memphis,Tennessee,38109,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,370.62,3,0.4,-142.07
2665,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,South,Memphis,Tennessee,38109,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,2.74,2,0.7,-2.01
2666,CA-2016-111794,10/1/2016,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Central,Amarillo,Texas,79109,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,79.51,3,0.2,20.87
2667,CA-2016-111794,10/1/2016,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Central,Amarillo,Texas,79109,OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,28.35,1,0.2,9.57
2668,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,West,Los Angeles,California,90045,FUR-CH-10002774,Global Deluxe Stacking Chair  Gray,Furniture,Chairs,40.78,1,0.2,4.59
2669,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,West,Los Angeles,California,90045,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,105.96,4,0,29.67
2670,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,East,Lowell,Massachusetts,1852,OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,166.44,3,0,79.89
2671,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,East,Lowell,Massachusetts,1852,FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,785.88,6,0,212.19
2672,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,East,Lowell,Massachusetts,1852,OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper,26.2,2,0,12.84
2673,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,East,Lowell,Massachusetts,1852,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,1325.85,5,0,238.65
2674,CA-2017-136875,12/3/2017,12/3/2017,Same Day,TC-21295,Toby Carlisle,Consumer,United States,West,San Diego,California,92024,OFF-PA-10000357,Xerox 1888,Office Supplies,Paper,166.44,3,0,79.89
2675,CA-2017-132185,11/27/2017,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,South,Asheville,North Carolina,28806,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,8.76,5,0.2,0.77
2676,CA-2017-132185,11/27/2017,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,South,Asheville,North Carolina,28806,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,43.58,1,0.2,4.36
2677,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,West,Pueblo,Colorado,81001,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,11.09,7,0.7,-8.13
2678,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,West,Pueblo,Colorado,81001,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,25.16,2,0.7,-16.78
2679,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Central,Jackson,Michigan,49201,OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,14.4,5,0,7.06
2680,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Central,Jackson,Michigan,49201,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,619.95,5,0,111.59
2681,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Central,Jackson,Michigan,49201,OFF-BI-10001196,Avery Flip-Chart Easel Binder  Black,Office Supplies,Binders,89.52,4,0,42.07
2682,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Central,Jackson,Michigan,49201,TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,350.97,3,0.1,152.09
2683,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Central,Jackson,Michigan,49201,TEC-PH-10003601,Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting  Black/Silver,Technology,Phones,164.99,1,0,49.5
2684,CA-2017-137085,6/29/2017,7/6/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,West,Los Angeles,California,90004,OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,312.55,9,0.2,101.58
2685,CA-2016-133123,9/6/2016,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,South,Thomasville,North Carolina,27360,OFF-EN-10003055,Blue String-Tie & Button Interoffice Envelopes  10 x 13,Office Supplies,Envelopes,95.95,3,0.2,29.99
2686,CA-2016-133123,9/6/2016,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,South,Thomasville,North Carolina,27360,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,3.2,2,0.7,-2.46
2687,US-2016-128195,8/4/2016,8/5/2016,First Class,RA-19285,Ralph Arnett,Consumer,United States,Central,Peoria,Illinois,61604,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,3.98,5,0.8,-6.57
2688,CA-2015-153220,11/12/2015,11/14/2015,First Class,YC-21895,Yoseph Carroll,Corporate,United States,West,Los Angeles,California,90032,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,15.7,5,0,7.07
2689,CA-2014-123064,6/30/2014,7/2/2014,First Class,RA-19915,Russell Applegate,Consumer,United States,Central,Chicago,Illinois,60653,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,5.25,4,0.2,1.64
2690,CA-2017-156412,12/4/2017,12/8/2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,East,Philadelphia,Pennsylvania,19134,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,5.35,3,0.7,-4.46
2691,US-2016-144211,8/28/2016,9/2/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,West,Englewood,Colorado,80112,OFF-PA-10002246,Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book,Office Supplies,Paper,15.48,3,0.2,5.61
2692,US-2016-144211,8/28/2016,9/2/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,West,Englewood,Colorado,80112,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,108.58,3,0.2,8.14
2693,CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,West,Seattle,Washington,98115,FUR-FU-10001475,"Contract Clock  14""  Brown",Furniture,Furnishings,109.9,5,0,37.37
2694,CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865,Dan Lawera,Consumer,United States,South,Hialeah,Florida,33012,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,15.38,1,0.2,4.04
2695,CA-2016-161662,2/7/2016,2/9/2016,First Class,BE-11410,Bobby Elias,Consumer,United States,East,Lancaster,Ohio,43130,OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,30.35,2,0.2,10.62
2696,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,TEC-MA-10003626,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,Machines,821.3,4,0.5,-16.43
2697,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,TEC-MA-10002412,Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines,22638.48,6,0.5,-1811.08
2698,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,OFF-PA-10001804,Xerox 195,Office Supplies,Paper,21.38,4,0.2,7.48
2699,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,8.02,3,0.2,1
2700,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,30.77,2,0.2,8.08
2701,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,OFF-FA-10003112,Staples,Office Supplies,Fasteners,18.94,3,0.2,5.92
2702,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,South,Jacksonville,Florida,32216,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp  White  36""",Furniture,Furnishings,122.35,3,0.2,15.29
